ID,State ID,State Regulation,Login,Company,Product Name,Renewal Estimate,Late Fee,State Reg Type,Initial Sub Date,Initial Registration Status,Renewal Current Payment,ALL Payments,Certificate Exp,Cancellation Effective,Submission Date,Approval Received,Frequency,Renewal Registration Status,Month,Submission/Maintenance Notes,Current Certificate,Invoiced On
9443,KY,KY-Farm Fertilizer,,OMY,TopFlow 130 - SY,$0.00,$0.00,Registration,,Approved,OMY-KY-75377-Renewal-2025,"OMY-KY-67673-2024 Renew,OMY-KY-75377-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9427,KY,KY-Specialty Fertilizer > 10lbs,,OMY,Ground Force Gypsum,$50.00,,Registration,,Approved,OMY-KY-75377-Renewal-2025,"OMY-KY-67673-2024 Renew,OMY-KY-75377-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9428,KY,KY-Specialty Fertilizer > 10lbs,,OMY,Ground Force Lime,$50.00,,Registration,,Approved,OMY-KY-75377-Renewal-2025,"OMY-KY-67673-2024 Renew,OMY-KY-75377-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
6775,LA,LA-Fertilizer,BOR-LA-ALL NON-PEST-ALL,BOR,Fertibor 15%,$0.00,,Label Submission,,Approved,,,12/31/2024,,11/26/2024,,Annual,Renewal Submitted,12,,,BOR-90030644-State Renewal Fees
6776,LA,LA-Fertilizer,BOR-LA-ALL NON-PEST-ALL,BOR,Granubor 15%,$0.00,,Label Submission,,Approved,,,12/31/2024,,11/26/2024,,Annual,Renewal Submitted,12,,,BOR-90030644-State Renewal Fees
6777,LA,LA-Fertilizer,BOR-LA-ALL NON-PEST-ALL,BOR,Solubor 20.5%,$0.00,,Label Submission,,Approved,,,12/31/2024,,11/26/2024,,Annual,Renewal Submitted,12,,,BOR-90030644-State Renewal Fees
10648,LA,LA-Fertilizer,EEA-LA-ALL NON-PEST-ALL,EEA,Res+,$0.00,,Label Submission,8/15/2024,Approved - Initial,,,12/31/2024,,11/26/2024,8/15/2024,Annual,Renewal Submitted,12,,,
7973,MA,MA-Commercial Fertilizer (AG ONLY),DEL-MA-ALL NON-PEST-ALL,BOR,Solubor flow,$0.00,,Label Submission,,Automatic w/ License,,,12/31/2024,,11/26/2024,,Annual,Renewal Submitted,12,,,BOR-90032230-State Renewal Fees
12769,MA,MA-Commercial Fertilizer (AG ONLY),DEL-MA-ALL NON-PEST-ALL,BOR,Zincubor,$0.00,,Label Submission,,Automatic w/ License,,,12/31/2024,,11/26/2024,,Annual,Renewal Submitted,12,,,BOR-90032230-State Renewal Fees
6781,MA,MA-Commercial Fertilizer License,DEL-MA-ALL NON-PEST-ALL,BOR,Fertilizer License,$250.00,,License,,Approved,BOR-MA-CC-2025 Fert License Renew,"BOR-MA-67420-Renewal 2023,BOR-MA-73034-2024 Renewal,BOR-MA-CC-2025 Fert License Renew",12/31/2024,,11/26/2024,,Annual,Renewal Submitted,01,,,BOR-90032230-State Renewal Fees
6782,MA,MA-Specialty Fertilizer (Non-AG),DEL-MA-ALL NON-PEST-ALL,BOR,Granubor 15%,$100.00,,Registration,,Approved,BOR-MA-CC-2025 Spec Prod Renewal,"BOR-MA-67420-Renewal 2023,BOR-MA-73034-2024 Renewal,BOR-MA-CC-2025 Spec Prod Renewal",12/31/2024,,11/27/2024,1/24/2024,Annual,Renewal Submitted,01,,,BOR-90032230-State Renewal Fees
10649,MA,MA-Commercial Fertilizer (AG ONLY),DEL-MA-ALL NON-PEST-ALL,EEA,Res+,$0.00,,Label Submission,8/8/2024,Approved - Initial,,,12/31/2024,,12/4/2024,8/19/2024,Annual,Renewal Submitted,12,,,EEA-90032231-State Renewal Fees
12945,MA,MA-Commercial Fertilizer License,DEL-MA-ALL NON-PEST-ALL,EEA,Fertilizer License,$250.00,,License,8/8/2024,Approved - Initial,EEA-MA-CC-2025 Fert License,"EEA-MA-74395-Fert Lics new,EEA-MA-CC-2025 Fert License",12/31/2024,,12/4/2024,8/19/2024,Annual,Renewal Submitted,01,,,EEA-90032231-State Renewal Fees
10584,MA,MA-Soil Conditioner (Ag-Use),DEL-MA-ALL NON-PEST-ALL,EEA,Galaxy ST,$0.00,,Label Submission,8/8/2024,Approved - Initial,,,12/31/2024,,12/4/2024,8/19/2024,Annual,Renewal Submitted,12,,,EEA-90032231-State Renewal Fees
13827,MA,MA-Soil Conditioner (Ag-Use),DEL-MA-ALL NON-PEST-ALL,EEA,Sosdia Stress,$0.00,,Label Submission,3/15/2022,Approved,,,12/31/2024,,12/4/2024,1/24/2024,Annual,Renewal Submitted,12,Correcting from non-ag to ag registration,,EEA-90032231-State Renewal Fees
13828,MA,MA-Soil Conditioner (Ag-Use),DEL-MA-ALL NON-PEST-ALL,EEA,Sosdia Stress Plus,$0.00,,Label Submission,3/15/2022,Approved,,,12/31/2024,,12/4/2024,1/24/2024,Annual,Renewal Submitted,12,Correcting from non-ag to ag registration,,EEA-90032231-State Renewal Fees
2546,MA,MA-Soil Conditioner (Non-Ag),DEL-MA-ALL NON-PEST-ALL,EEA,Sosdia Stress,$100.00,,Registration,3/15/2022,Approved,,"EEA-MA-67243-,EEA-MA-67408-Renewal 2023,EEA-MA-73303-Renewal 2024",12/31/2024,,12/4/2024,1/24/2024,Annual,Cancellation Submitted,01,Correcting from non-ag to ag registration,,EEA-90032231-State Renewal Fees
2632,MA,MA-Soil Conditioner (Non-Ag),DEL-MA-ALL NON-PEST-ALL,EEA,Sosdia Stress Plus,$100.00,,Registration,3/15/2022,Approved,,"EEA-MA-67243-,EEA-MA-67408-Renewal 2023,EEA-MA-73303-Renewal 2024",12/31/2024,,12/4/2024,1/24/2024,Annual,Cancellation Submitted,01,Correcting from non-ag to ag registration,,EEA-90032231-State Renewal Fees
9468,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Calciprill 14S,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9471,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Sulfoprill 14,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,OMY-MA-CC-2025 Lime Prod Renew,12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9472,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Agrocarb - FL,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9475,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight Ca Prime,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9474,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight Ca Max,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9476,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight Mg,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9478,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight Mg Prime,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9481,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight S Prime,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9483,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Ground Force Lime,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
10696,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight Ca Prime,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
10697,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Omya Magprill 65,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
10699,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Omya Calciprill 95,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Lime Prod Renew",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
13749,MA,MA-Liming Material (Non-Ag Use),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight S Max,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Lime Prod Renew,OMY-MA-CC-2025 Lime Prod Renew,12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9479,MA,MA-Specialty Fertilizer (Non-AG),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight S,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Spec Fert Renewals,OMY-MA-67670-2024 Fert Lime Renew,12/31/2024,,11/22/2024,,Annual,Renewal Submitted,01,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9480,MA,MA-Specialty Fertilizer (Non-AG),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight S Max,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Spec Fert Renewals,OMY-MA-67670-2024 Fert Lime Renew,12/31/2024,,11/22/2024,,Annual,Renewal Submitted,01,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9482,MA,MA-Specialty Fertilizer (Non-AG),DEL-MA-ALL NON-PEST-ALL,OMY,Ground Force Gypsum,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Spec Fert Renewals,OMY-MA-67670-2024 Fert Lime Renew,12/31/2024,,11/22/2024,,Annual,Renewal Submitted,01,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
10698,MA,MA-Specialty Fertilizer (Non-AG),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight S Prime,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Spec Fert Renewals,OMY-MA-67670-2024 Fert Lime Renew,12/31/2024,,11/22/2024,,Annual,Renewal Submitted,01,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
10700,MA,MA-Specialty Fertilizer (Non-AG),DEL-MA-ALL NON-PEST-ALL,OMY,Greenlight Mg,$100.00,,Registration,,Approved,OMY-MA-CC-2025 Spec Fert Renewals,"OMY-MA-67670-2024 Fert Lime Renew,OMY-MA-CC-2025 Spec Fert Renewals",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,01,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
8004,MD,MD-Commercial Fertilizer - > 10lbs,,BOR,Granubor 15%,$15.00,,Registration,,Approved,BOR-MD-67825-2025 Granubor ,"BOR-MD-67503-Renewal 23/24,BOR-MD-67825-2025 Granubor ",1/31/2024,,12/19/2024,,Annual,Renewal Submitted,01,Submitted as a new app,,BOR-90032230-State Renewal Fees
5352,ME,ME-Commercial Fertilizers/Materials,,ARB,NutriRoot,$125.00,$0.00,Registration,,Approved,ARB-ME-75378-Renewal-2025,"ARB-ME-67369-Renewal 2022,ARB-ME-67458-Renewal 2023,ARB-ME-73207-Renewal 2024,ARB-ME-75378-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
5426,ME,ME-Commercial Fertilizers/Materials,,ARB,Mn-jet Fe,$125.00,$0.00,Registration,,Approved,ARB-ME-75378-Renewal-2025,"ARB-ME-67369-Renewal 2022,ARB-ME-67458-Renewal 2023,ARB-ME-73207-Renewal 2024,ARB-ME-75378-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
5495,ME,ME-Commercial Fertilizers/Materials,,ARB,PALM-jet Mg,$125.00,$0.00,Registration,,Approved,ARB-ME-75378-Renewal-2025,"ARB-ME-67369-Renewal 2022,ARB-ME-67458-Renewal 2023,ARB-ME-73207-Renewal 2024,ARB-ME-75378-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
10521,ME,ME-Commercial Fertilizers/Materials,,ARB,Nutriroot Granular,$125.00,$0.00,Registration,2/9/2024,Approved - Initial,ARB-ME-75378-Renewal-2025,"ARB-ME-73627-NutriRoot Gran New Reg,ARB-ME-75378-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
7795,ME,ME-Plant & Soil Amendments,,BIN,BIO-ELEVATE,$25.00,$0.00,Registration,4/28/2023,Approved,BIN-ME-75379-Renewal-2025,"BIN-ME-67565-New Reg,BIN-ME-73030-Renewal 2024,BIN-ME-75379-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,BIN-90032229-State Renewal Fees
11050,ME,ME-Plant & Soil Amendments,,BIN,Centeon Max,$25.00,$0.00,Registration,10/14/2024,Approved - Initial,BIN-ME-75379-Renewal-2025,"BIN-ME-74571-centeon max new reg,BIN-ME-75379-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,ME BIN registration exp 2024-13-31.pdf (https://v5.airtableusercontent.com/v3/u/37/37/1738432800000/EKtq5YwPzS54A3d5de66tw/Kr6ylGfRrvDmMgV5hdIqYrEVebayMY2G4kFe0qkWkjC3vHXF87UZSfk7CyFC4kz0uXwi7domM97FISuzx8JqGGOud9FYV4REVVZgiGk3Ltz3Fv8tsaMvX4NVIcxBZFzXtgw8DYhSSuY3GHjsAAsVo6qkHOv5w872LbhVulbFll_PFU7ll23ClJs7Ah_tMta3/hPSYNyR0hPnBfYy2urZjbzebH30J3o614pAZp5uKjRk),BIN-90032229-State Renewal Fees
6778,ME,ME-Commercial Fertilizers/Materials,,BOR,Granubor 15%,$125.00,$0.00,Registration,,Approved,BOR-ME-75380-Renewal-2025,"BOR-ME-67464-Renewal 2023,BOR-ME-73035-Renewal 2024,BOR-ME-75380-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,BOR-90032230-State Renewal Fees
6779,ME,ME-Commercial Fertilizers/Materials,,BOR,Solubor 20.5%,$125.00,$0.00,Registration,,Approved,BOR-ME-75380-Renewal-2025,"BOR-ME-67464-Renewal 2023,BOR-MA-73034-2024 Renewal,BOR-ME-73035-Renewal 2024,BOR-ME-75380-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,BOR-90032230-State Renewal Fees
10654,ME,ME-Commercial Fertilizers/Materials,,EEA,Res+,$125.00,$0.00,Registration,8/5/2024,Approved - Initial,EEA-ME-75381-Renewal-2025,"EEA-ME-74393-Res+ new regis,EEA-ME-75381-Renewal-2025",12/31/2024,,12/20/2024,9/23/2024,Annual,Renewal Submitted,12,,,EEA-90032231-State Renewal Fees
2550,ME,ME-Plant & Soil Amendments,,EEA,Sosdia Stress,$25.00,$0.00,Registration,3/15/2022,Approved,EEA-ME-75381-Renewal-2025,"EEA-ME-67245-,EEA-ME-67424-Renewal 2023,EEA-ME-73044-Renewal 2024,EEA-ME-75381-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,Months behind (received Dec renewal approvals in June).,,EEA-90032231-State Renewal Fees
2636,ME,ME-Plant & Soil Amendments,,EEA,Sosdia Stress Plus,$25.00,$0.00,Registration,3/15/2022,Approved,EEA-ME-75381-Renewal-2025,"EEA-ME-67245-,EEA-ME-67424-Renewal 2023,EEA-ME-73044-Renewal 2024,EEA-ME-75381-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,Months behind (received Dec renewal approvals in June).,,EEA-90032231-State Renewal Fees
10588,ME,ME-Plant & Soil Amendments,,EEA,Galaxy ST,$25.00,$0.00,Registration,8/5/2024,Approved - Initial,EEA-ME-75381-Renewal-2025,"EEA-ME-74394-Galaxy ST new ,EEA-ME-75381-Renewal-2025",12/31/2024,,12/20/2024,9/23/2024,Annual,Renewal Submitted,12,,ME EEA Res+&Galaxy cert exp 2024-12-31.pdf (https://v5.airtableusercontent.com/v3/u/37/37/1738432800000/YmhGW8LQEPlTP006UlOiyQ/91IKEgWt8ANGpEYsOW0IleYlRvGbXUhWbaLuk99ThJbSraLw2m78DHiyKcIfY86JBVjiTgHM9kz1FEp3rX7oIOY3EWzjBprMAaku1SkFFRJz6J1riZNvYQ9oNJk9CG9XuOYpRX8tzmNJUuB7t3dh0Bn-y6kfCcD4Mp8J62Iuw-ZCUkDWSxxzNDP0xzIF69z5/xYDcOTtMtJ72qGdE49jLenwwqCq1UGeF2YZpoJVkF5U),EEA-90032231-State Renewal Fees
549,ME,ME-Plant & Soil Amendments,,GWB,Dynomyco,$25.00,$0.00,Registration,,Approved,IBA-ME-75383-Renewal-2025,"GWB-ME-61816-,GWB-ME-67168-,GWB-ME-67425-Renewal 2023,GWB-ME-73180-2024 Renewal,IBA-ME-75383-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,GWB-90032232-State Renewal Fees
7003,ME,ME-Plant & Soil Amendments,,GWB,DYNOMYCO SPARK,$25.00,$0.00,Registration,9/7/2023,Approved,IBA-ME-75383-Renewal-2025,"GWB-ME-72227-New Reg,GWB-ME-73181-Renewal 2024,IBA-ME-75383-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,GWB-90032232-State Renewal Fees
10342,ME,ME-Plant & Soil Amendments,,GWB,Rootella F,$25.00,$0.00,Registration,1/29/2024,Approved,IBA-ME-75383-Renewal-2025,"GWB-ME-73556-New ,IBA-ME-75383-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,GWB-90032232-State Renewal Fees
10978,ME,ME-Plant & Soil Amendments,,IBA,Rootmax,$25.00,$0.00,Registration,8/15/2024,Approved - Initial,IBA-ME-75383-Renewal-2025,"IBA-ME-74461-Rootmax new regis,IBA-ME-75383-Renewal-2025",12/31/2024,,12/20/2024,8/30/2024,Annual,Renewal Submitted,12,,,IBA-90032233-State Renewal Fees
9444,ME,ME-Commercial Fertilizers/Materials,,OMY,Agrocarb - FL,$125.00,$0.00,Registration,,Approved,OMY-ME-75384-Renewal-2025,"OMY-ME-67689-2024 Fert/Lime Renew,OMY-ME-75384-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9446,ME,ME-Commercial Fertilizers/Materials,,OMY,Magprill 12K - STU,$125.00,$0.00,Registration,,Approved,OMY-ME-75384-Renewal-2025,"OMY-ME-67689-2024 Fert/Lime Renew,OMY-ME-75384-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9445,ME,ME-Liming Material,,OMY,Calciprill 14S,$75.00,,Registration,,Approved,OMY-ME-75384-Renewal-2025,"OMY-ME-67689-2024 Fert/Lime Renew,OMY-ME-75384-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9447,ME,ME-Liming Material,,OMY,Magprill 65 - STU,$75.00,,Registration,,Approved,OMY-ME-75384-Renewal-2025,"OMY-ME-67689-2024 Fert/Lime Renew,OMY-ME-75384-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9448,ME,ME-Liming Material,,OMY,Omya Calciprill 95 - STU,$75.00,,Registration,,Approved,OMY-ME-75384-Renewal-2025,"OMY-ME-67689-2024 Fert/Lime Renew,OMY-ME-75384-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9449,ME,ME-Liming Material,,OMY,OmyaPro Calcium,$75.00,,Registration,,Approved,OMY-ME-75384-Renewal-2025,"OMY-ME-67689-2024 Fert/Lime Renew,OMY-ME-75384-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9450,ME,ME-Liming Material,,OMY,TopFlow 130 - SY,$75.00,,Registration,,Approved,OMY-ME-75384-Renewal-2025,"OMY-ME-67689-2024 Fert/Lime Renew,OMY-ME-75384-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
1251,ME,ME-Plant & Soil Amendments,,SAG,TRIOLOGIC,$25.00,$0.00,Registration,2/25/2021,Approved,SAG-ME-75385-Renewal-2025,"SAG-ME-61926-,SAG-ME-67210-,SAG-ME-67432-Renewal 2023,SAG-ME-73192-Renewal 2024,SAG-ME-75385-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SAG-90032234-State Renewal Fees
156,ME,ME-Commercial Fertilizers/Materials,,SYM,MycoUp 360,$125.00,$0.00,Registration,3/10/2020,Approved,SYM-ME-75386-Renewal-2025,"SYM-ME-CC - ME - MycoUp 360-,SYM-ME-61803-,SYM-ME-67178-,SYM-ME-67436-Renewal 2023,SYM-ME-73049-Renewal 2024,SYM-ME-75386-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
56,ME,ME-Plant & Soil Amendments,,SYM,BlueN,$25.00,$0.00,Registration,3/10/2020,Approved,SYM-ME-75386-Renewal-2025,"SYM-ME-CC - ME - BlueN-,SYM-ME-61803-,SYM-ME-67178-,SYM-ME-67436-Renewal 2023,SYM-ME-73049-Renewal 2024,SYM-ME-75386-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
136,ME,ME-Plant & Soil Amendments,,SYM,MycoUp,$25.00,$0.00,Registration,3/10/2020,Approved,SYM-ME-75386-Renewal-2025,"SYM-ME-CC - ME - MycoUp-,SYM-ME-61803-,SYM-ME-67178-,SYM-ME-67436-Renewal 2023,SYM-ME-73049-Renewal 2024,SYM-ME-75386-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
178,ME,ME-Plant & Soil Amendments,,SYM,MycoUp Activ,$25.00,$0.00,Registration,,Approved,SYM-ME-75386-Renewal-2025,"SYM-ME-61803-,SYM-ME-67178-,SYM-ME-67436-Renewal 2023,SYM-ME-73049-Renewal 2024,SYM-ME-75386-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
277,ME,ME-Plant & Soil Amendments,,SYM,TrichoSym Bio,$25.00,$0.00,Registration,,Approved,SYM-ME-75386-Renewal-2025,"SYM-ME-61803-,SYM-ME-67178-,SYM-ME-67436-Renewal 2023,SYM-ME-73049-Renewal 2024,SYM-ME-75386-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
5399,MI,MI-Commercial Fertilizer manufacturer's / Distributor's License,,ARB,Fertilizer License,$100.00,$0.00,License,,Approved,ARB-MI-75413-Renewal-2025,"ARB-MI-67462-Renewal 2023,ARB-MI-73209-Renewal 2024,ARB-MI-75413-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
5358,MI,MI-Specialty Fertilizer,,ARB,NutriRoot,$125.00,$0.00,Registration,,Approved,ARB-MI-75413-Renewal-2025,"ARB-MI-67462-Renewal 2023,ARB-MI-73209-Renewal 2024,ARB-MI-75413-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
5432,MI,MI-Specialty Fertilizer,,ARB,Mn-jet Fe,$125.00,$0.00,Registration,,Approved,ARB-MI-75413-Renewal-2025,"ARB-MI-67462-Renewal 2023,ARB-MI-73209-Renewal 2024,ARB-MI-75413-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
5501,MI,MI-Specialty Fertilizer,,ARB,PALM-jet Mg,$125.00,$0.00,Registration,,Approved,ARB-MI-75413-Renewal-2025,"ARB-MI-67462-Renewal 2023,ARB-MI-73209-Renewal 2024,ARB-MI-75413-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
10522,MI,MI-Specialty Fertilizer,,ARB,Nutriroot Granular,$125.00,$0.00,Registration,2/9/2024,Approved - Initial,ARB-MI-75413-Renewal-2025,"ARB-MI-73630-NutriRoot Gran New Reg,ARB-MI-75413-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
7832,MI,MI-Soil Conditioner (regulated),,BIN,BIO-ELEVATE,$125.00,$0.00,Registration,4/28/2023,Approved,BIN-MI-75414-Renewal-2025,"BIN-MI-67566-New Reg,BIN-MI-73028-Renewal 2024,BIN-MI-75414-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,BIN-90032229-State Renewal Fees
